Date,T2M,RH2M,WS10M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,City
2021-08-27,27.29,81.38,1.47,4.01,4.8,6.16,"New York, New York"
2021-08-28,23.39,83.94,7.06,7.63,1.76,5.68,"New York, New York"
2021-08-29,22.88,88.88,4.26,1.39,2.95,6.09,"New York, New York"
2021-08-30,24.44,91.56,3.66,4.2,4.54,6.12,"New York, New York"
2021-08-31,24.73,82.0,2.45,1.31,4.51,6.18,"New York, New York"
2021-09-01,23.37,91.69,5.52,55.06,1.44,5.72,"New York, New York"
2021-09-02,20.4,75.44,7.38,25.53,6.79,6.81,"New York, New York"
2021-09-03,19.41,74.44,3.74,0.05,5.34,6.49,"New York, New York"
2021-09-04,19.89,81.12,3.4,0.02,6.18,6.48,"New York, New York"
2021-09-05,21.58,90.0,5.96,2.05,2.06,5.49,"New York, New York"
2021-09-06,22.64,83.06,4.1,0.52,6.05,6.29,"New York, New York"
2021-09-07,21.2,82.31,3.29,0.01,6.32,6.29,"New York, New York"
2021-09-08,22.87,89.69,7.53,1.67,4.52,5.77,"New York, New York"
2021-09-09,21.32,91.19,4.32,14.15,1.65,5.59,"New York, New York"
2021-09-10,19.89,76.12,6.22,0.07,6.06,6.22,"New York, New York"
2021-09-11,19.9,78.38,4.45,0.01,5.58,5.95,"New York, New York"
2021-09-12,21.96,85.94,6.39,0.01,4.7,4.9,"New York, New York"
2021-09-13,23.23,84.19,4.09,1.34,4.47,5.17,"New York, New York"
2021-09-14,21.8,85.75,3.69,0.91,3.99,4.67,"New York, New York"
2021-09-15,23.44,93.19,6.01,1.3,4.45,5.18,"New York, New York"
2021-09-16,22.23,92.75,4.7,5.75,2.95,5.24,"New York, New York"
2021-09-17,21.98,92.44,5.61,0.88,1.46,5.24,"New York, New York"
2021-09-18,23.17,83.88,2.91,0.07,4.83,5.45,"New York, New York"
2021-09-19,21.03,71.62,3.91,0.0,5.88,5.87,"New York, New York"
2021-09-20,20.23,73.25,3.19,0.07,5.05,5.62,"New York, New York"
2021-09-21,21.0,83.06,4.08,0.41,4.05,5.37,"New York, New York"
2021-09-22,22.78,94.0,6.05,0.72,3.74,5.37,"New York, New York"
2021-09-23,23.12,91.69,8.12,13.66,1.88,4.96,"New York, New York"
2021-09-24,19.13,70.12,4.08,6.29,5.67,5.63,"New York, New York"
2021-09-25,19.61,69.94,2.41,0.12,5.34,5.51,"New York, New York"
2021-09-26,19.03,72.81,5.88,0.09,5.36,5.47,"New York, New York"
2021-09-27,19.88,78.81,6.79,2.51,5.15,5.2,"New York, New York"
2021-09-28,20.02,88.31,5.32,3.56,1.81,4.75,"New York, New York"
2021-09-29,16.97,68.38,5.45,0.24,4.8,5.32,"New York, New York"
2021-09-30,16.48,70.31,4.63,0.03,4.24,5.21,"New York, New York"
2021-10-01,16.18,67.94,3.73,0.0,4.98,5.28,"New York, New York"
2021-10-02,18.26,79.5,4.89,0.0,4.7,5.01,"New York, New York"
2021-10-03,19.87,87.12,3.92,0.35,3.98,4.58,"New York, New York"
2021-10-04,20.71,96.06,2.5,9.56,1.8,4.1,"New York, New York"
2021-10-05,17.59,89.5,4.27,1.11,1.68,4.39,"New York, New York"
2021-10-06,18.5,80.94,2.35,0.21,1.63,4.25,"New York, New York"
2021-10-07,19.47,82.62,1.95,0.2,3.38,4.55,"New York, New York"
2021-10-08,19.4,88.0,2.87,0.23,3.45,4.33,"New York, New York"
2021-10-09,18.48,86.5,7.67,0.61,2.21,4.31,"New York, New York"
2021-10-10,18.83,90.5,8.36,2.07,1.19,4.32,"New York, New York"
2021-10-11,18.79,86.69,7.34,0.21,2.66,4.35,"New York, New York"
2021-10-12,18.44,87.75,3.62,0.13,2.62,4.43,"New York, New York"
2021-10-13,19.16,84.69,1.66,0.49,1.48,4.26,"New York, New York"
2021-10-14,20.06,84.56,3.38,0.17,4.08,4.29,"New York, New York"
2021-10-15,20.23,88.56,3.23,0.05,3.97,4.07,"New York, New York"
2021-10-16,20.11,90.69,7.73,8.05,3.03,3.87,"New York, New York"
2021-10-17,15.08,76.94,7.01,0.85,3.39,4.26,"New York, New York"
2021-10-18,13.29,75.38,7.83,0.69,3.13,4.26,"New York, New York"
2021-10-19,14.55,72.5,7.32,0.0,4.41,4.35,"New York, New York"
2021-10-20,17.86,77.5,5.47,0.0,4.21,4.22,"New York, New York"
2021-10-21,17.83,87.0,5.62,0.04,4.06,4.05,"New York, New York"
2021-10-22,17.71,79.0,5.16,0.06,3.17,3.93,"New York, New York"
2021-10-23,14.08,73.88,4.23,1.12,2.43,3.82,"New York, New York"
2021-10-24,13.83,73.44,3.84,0.86,2.24,3.78,"New York, New York"
2021-10-25,18.83,92.44,5.23,7.24,2.57,3.68,"New York, New York"
2021-10-26,17.0,93.06,6.95,85.74,1.57,3.54,"New York, New York"
2021-10-27,14.38,80.62,9.86,8.02,1.6,3.75,"New York, New York"
2021-10-28,12.49,81.88,4.41,0.04,3.53,3.77,"New York, New York"
2021-10-29,13.65,82.38,9.81,15.83,1.63,3.53,"New York, New York"
2021-10-30,16.32,86.38,5.62,5.36,2.49,3.54,"New York, New York"
2021-10-31,15.11,86.06,5.93,1.15,2.57,3.46,"New York, New York"
2021-11-01,13.12,73.75,5.83,0.02,3.59,3.81,"New York, New York"
2021-11-02,10.63,75.62,3.59,0.32,1.41,3.18,"New York, New York"
2021-11-03,9.06,72.25,4.8,0.08,3.47,3.69,"New York, New York"
2021-11-04,8.68,67.44,3.95,0.01,2.99,3.5,"New York, New York"
2021-11-05,8.99,66.5,5.13,0.0,3.61,3.56,"New York, New York"
2021-11-06,9.34,64.56,3.48,0.0,3.61,3.57,"New York, New York"
2021-11-07,9.81,69.81,4.19,0.0,3.13,3.6,"New York, New York"
2021-11-08,12.46,74.31,4.65,0.0,3.4,3.36,"New York, New York"
2021-11-09,13.71,84.38,2.95,0.03,3.23,3.18,"New York, New York"
2021-11-10,13.72,78.56,4.86,0.02,3.2,3.21,"New York, New York"
2021-11-11,13.05,77.5,5.7,0.14,2.4,2.97,"New York, New York"
2021-11-12,15.55,88.19,7.92,14.81,1.42,2.94,"New York, New York"
2021-11-13,11.12,82.31,7.12,2.2,1.64,2.89,"New York, New York"
2021-11-14,7.69,79.56,6.09,1.07,1.96,3.04,"New York, New York"
2021-11-15,7.83,81.25,7.74,0.82,1.44,3.06,"New York, New York"
2021-11-16,7.09,75.06,6.19,0.03,3.06,3.16,"New York, New York"
2021-11-17,10.55,74.5,4.51,0.03,1.98,2.79,"New York, New York"
2021-11-18,14.18,90.06,7.05,2.42,2.78,2.82,"New York, New York"
2021-11-19,7.51,74.5,7.79,2.82,2.67,3.1,"New York, New York"
2021-11-20,6.55,70.81,3.88,0.0,2.63,3.03,"New York, New York"
2021-11-21,10.58,85.5,4.58,0.11,2.24,2.74,"New York, New York"
2021-11-22,9.08,82.19,6.57,1.93,1.03,2.84,"New York, New York"
2021-11-23,3.74,75.81,8.44,0.01,2.68,3.04,"New York, New York"
2021-11-24,4.37,72.19,6.05,0.0,2.98,2.94,"New York, New York"
2021-11-25,8.12,75.06,4.98,0.16,2.1,2.6,"New York, New York"
2021-11-26,7.04,81.25,8.12,6.62,1.47,2.58,"New York, New York"
2021-11-27,3.54,74.0,8.38,0.0,2.21,2.91,"New York, New York"
2021-11-28,5.19,76.0,2.47,0.12,1.05,2.55,"New York, New York"
2021-11-29,4.59,77.56,6.16,0.07,1.74,2.69,"New York, New York"
2021-11-30,4.3,76.5,5.17,0.09,0.94,2.6,"New York, New York"
2021-12-01,6.9,73.94,4.79,0.11,2.46,2.71,"New York, New York"
2021-12-02,11.17,88.06,6.89,1.02,1.17,2.41,"New York, New York"
2021-12-03,6.37,72.75,7.28,0.0,2.59,2.72,"New York, New York"
2021-12-04,5.71,76.25,3.08,0.31,2.28,2.57,"New York, New York"
2021-12-05,6.44,66.06,4.23,0.01,2.13,2.52,"New York, New York"
2021-12-06,11.73,90.81,8.47,11.37,1.17,2.23,"New York, New York"
2021-12-07,4.66,67.25,5.28,0.01,1.91,2.59,"New York, New York"
2021-12-08,4.53,76.06,3.05,2.23,1.05,2.42,"New York, New York"
2021-12-09,3.13,72.06,4.77,0.02,1.75,2.51,"New York, New York"
2021-12-10,7.51,74.81,3.58,0.35,1.6,2.33,"New York, New York"
2021-12-11,12.14,94.69,8.46,7.75,0.47,2.15,"New York, New York"
2021-12-12,6.97,65.81,7.75,0.45,2.68,2.67,"New York, New York"
2021-12-13,6.8,72.25,7.12,0.0,2.53,2.58,"New York, New York"
2021-12-14,7.1,73.19,5.44,0.0,2.57,2.58,"New York, New York"
2021-12-15,9.21,81.06,6.23,0.24,1.91,2.35,"New York, New York"
2021-12-16,11.67,89.81,7.34,0.08,1.81,2.32,"New York, New York"
2021-12-17,10.89,75.62,5.75,0.0,2.08,2.61,"New York, New York"
2021-12-18,7.79,85.62,3.98,4.97,0.68,1.95,"New York, New York"
2021-12-19,4.3,78.62,8.93,0.6,1.6,2.52,"New York, New York"
2021-12-20,0.81,71.12,4.59,0.0,2.54,2.61,"New York, New York"
2021-12-21,4.44,74.62,4.02,0.25,1.55,2.55,"New York, New York"
2021-12-22,5.55,77.62,7.26,3.39,2.23,2.47,"New York, New York"
2021-12-23,1.8,67.75,5.16,0.27,2.27,2.58,"New York, New York"
2021-12-24,4.45,81.56,3.34,0.29,1.36,2.33,"New York, New York"
2021-12-25,8.08,96.06,4.26,6.54,0.75,2.19,"New York, New York"
2021-12-26,6.16,82.81,6.5,0.04,2.52,2.51,"New York, New York"
2021-12-27,3.29,79.06,3.85,0.98,0.88,2.33,"New York, New York"
2021-12-28,6.76,83.88,3.64,0.61,1.06,2.42,"New York, New York"
2021-12-29,7.08,91.88,3.26,2.67,0.69,2.19,"New York, New York"
2021-12-30,8.45,92.19,2.02,2.78,1.18,2.08,"New York, New York"
2021-12-31,8.94,96.81,2.52,0.32,0.79,2.27,"New York, New York"
2022-01-01,9.69,97.62,3.27,16.64,0.51,2.02,"New York, New York"
2022-01-02,8.69,89.88,4.12,3.99,0.88,2.24,"New York, New York"
2022-01-03,0.12,81.19,9.76,7.15,0.42,2.53,"New York, New York"
2022-01-04,-1.12,75.56,5.03,0.0,2.65,2.72,"New York, New York"
2022-01-05,5.29,96.06,6.32,2.83,0.89,2.6,"New York, New York"
2022-01-06,2.98,77.0,5.69,0.13,1.8,2.7,"New York, New York"
2022-01-07,0.7,81.0,9.0,10.32,1.6,2.64,"New York, New York"
2022-01-08,-1.82,72.5,5.86,0.0,2.49,2.81,"New York, New York"
2022-01-09,3.88,86.44,8.68,5.56,1.09,2.5,"New York, New York"
2022-01-10,-0.03,71.75,7.9,0.02,2.46,2.88,"New York, New York"
2022-01-11,-5.38,76.5,6.8,0.01,2.91,2.95,"New York, New York"
2022-01-12,1.29,75.25,7.31,0.0,2.05,2.67,"New York, New York"
2022-01-13,4.83,79.25,2.12,0.0,1.99,2.53,"New York, New York"
2022-01-14,2.59,86.25,9.73,0.0,2.28,2.58,"New York, New York"
2022-01-15,-6.88,82.31,9.05,0.0,2.6,3.06,"New York, New York"
2022-01-16,-1.1,86.12,7.31,6.67,2.0,2.87,"New York, New York"
2022-01-17,4.51,85.31,12.38,34.95,0.97,2.75,"New York, New York"
2022-01-18,0.8,70.94,8.77,0.12,1.96,3.05,"New York, New York"
2022-01-19,4.3,77.75,7.47,0.0,2.41,2.7,"New York, New York"
2022-01-20,1.43,84.0,7.22,7.94,1.38,2.91,"New York, New York"
2022-01-21,-4.99,80.06,8.53,0.0,2.78,3.19,"New York, New York"
2022-01-22,-3.24,74.25,4.98,0.02,3.14,3.24,"New York, New York"
2022-01-23,-0.28,71.25,5.01,0.17,2.45,2.99,"New York, New York"
2022-01-24,0.34,75.38,3.9,0.17,2.59,2.99,"New York, New York"
2022-01-25,2.73,79.62,5.55,0.02,1.4,3.1,"New York, New York"
2022-01-26,-3.05,72.94,6.17,0.0,3.28,3.4,"New York, New York"
2022-01-27,-2.93,66.5,3.77,0.0,3.27,3.37,"New York, New York"
2022-01-28,0.2,80.75,4.2,2.45,1.48,3.02,"New York, New York"
2022-01-29,-5.54,89.75,13.55,9.3,0.75,3.23,"New York, New York"
2022-01-30,-5.72,78.5,6.72,0.01,3.4,3.57,"New York, New York"
2022-01-31,-2.9,66.44,3.39,0.0,2.83,3.44,"New York, New York"
2022-02-01,-0.15,81.38,5.35,0.14,2.75,3.42,"New York, New York"
2022-02-02,4.01,96.31,2.85,0.2,2.01,3.23,"New York, New York"
2022-02-03,4.99,99.06,4.32,5.89,1.01,3.22,"New York, New York"
2022-02-04,4.08,91.94,7.74,47.54,0.62,3.09,"New York, New York"
2022-02-05,-3.23,76.62,8.71,0.2,3.65,3.82,"New York, New York"
2022-02-06,-3.01,74.38,4.01,0.0,3.69,3.71,"New York, New York"
2022-02-07,2.33,94.88,3.55,8.32,1.21,3.6,"New York, New York"
2022-02-08,2.29,85.12,6.18,1.53,3.07,3.68,"New York, New York"
2022-02-09,1.98,82.62,3.98,0.0,3.75,3.69,"New York, New York"
2022-02-10,4.48,86.69,4.7,0.05,3.31,3.78,"New York, New York"
2022-02-11,5.64,83.81,4.63,0.0,3.74,3.85,"New York, New York"
2022-02-12,6.83,80.5,6.06,0.04,3.18,3.82,"New York, New York"
2022-02-13,0.37,86.62,5.77,5.35,1.35,3.72,"New York, New York"
2022-02-14,-4.49,72.38,8.45,0.02,3.68,4.33,"New York, New York"
2022-02-15,-3.73,67.19,4.28,0.0,3.94,4.19,"New York, New York"
2022-02-16,2.44,81.94,5.55,0.03,3.13,3.82,"New York, New York"
2022-02-17,7.67,91.94,10.23,2.18,2.52,3.78,"New York, New York"
2022-02-18,5.09,75.88,10.89,12.83,3.92,4.32,"New York, New York"
2022-02-19,0.27,63.62,8.48,0.67,2.85,4.36,"New York, New York"
2022-02-20,-1.4,68.75,6.54,0.0,4.21,4.5,"New York, New York"
2022-02-21,3.83,89.12,4.91,0.0,4.39,4.38,"New York, New York"
2022-02-22,6.45,97.06,6.26,5.31,1.5,3.87,"New York, New York"
2022-02-23,9.31,86.56,7.95,0.09,2.49,4.09,"New York, New York"
2022-02-24,0.4,71.56,5.71,0.89,1.78,4.32,"New York, New York"
2022-02-25,1.93,87.38,8.3,20.77,2.01,4.37,"New York, New York"
2022-02-26,-1.37,73.0,5.7,0.02,4.22,4.65,"New York, New York"
2022-02-27,2.22,73.75,7.62,0.0,4.83,4.8,"New York, New York"
2022-02-28,-0.43,60.44,5.47,0.0,4.91,5.02,"New York, New York"
2022-03-01,3.35,77.81,5.34,0.45,2.08,4.52,"New York, New York"
2022-03-02,4.8,81.12,4.18,0.04,4.84,4.87,"New York, New York"
2022-03-03,2.6,73.56,8.3,1.9,4.96,5.11,"New York, New York"
2022-03-04,-1.08,65.5,4.41,0.0,5.26,5.27,"New York, New York"
2022-03-05,3.02,73.44,3.37,0.01,3.06,4.44,"New York, New York"
2022-03-06,9.23,96.69,7.84,2.24,2.16,4.4,"New York, New York"
2022-03-07,11.33,91.94,8.02,5.77,2.6,4.29,"New York, New York"
2022-03-08,4.58,67.5,6.85,0.0,4.72,5.44,"New York, New York"
2022-03-09,2.72,91.5,5.73,18.77,0.77,4.89,"New York, New York"
2022-03-10,3.44,82.88,2.39,0.28,4.2,5.12,"New York, New York"
2022-03-11,5.15,88.31,2.73,0.11,5.07,5.12,"New York, New York"
2022-03-12,2.26,85.94,8.84,11.46,0.86,5.21,"New York, New York"
2022-03-13,-0.71,69.19,8.91,0.21,4.87,5.55,"New York, New York"
2022-03-14,4.98,81.5,5.48,0.0,5.06,5.29,"New York, New York"
2022-03-15,7.42,87.75,5.09,0.01,4.73,5.19,"New York, New York"
2022-03-16,8.39,83.69,3.6,0.01,5.32,5.29,"New York, New York"
2022-03-17,8.21,97.25,4.65,11.19,1.49,4.97,"New York, New York"
2022-03-18,9.96,91.25,3.95,0.23,4.94,5.41,"New York, New York"
2022-03-19,10.48,95.44,5.86,2.27,3.67,5.12,"New York, New York"
2022-03-20,9.47,82.5,5.96,0.27,2.8,5.71,"New York, New York"
2022-03-21,8.23,73.69,5.88,0.01,6.05,6.02,"New York, New York"
2022-03-22,7.02,68.81,5.2,0.0,5.5,6.04,"New York, New York"
2022-03-23,4.99,73.12,6.87,3.51,3.01,5.48,"New York, New York"
2022-03-24,7.69,96.25,5.44,26.67,1.59,5.54,"New York, New York"
2022-03-25,8.42,83.5,4.43,0.52,3.92,5.99,"New York, New York"
2022-03-26,7.3,82.19,5.48,2.55,3.46,5.94,"New York, New York"
2022-03-27,4.01,74.06,8.34,2.76,3.46,6.29,"New York, New York"
2022-03-28,-1.49,63.88,9.44,0.83,4.67,6.64,"New York, New York"
2022-03-29,-0.16,67.62,8.05,0.08,5.85,6.74,"New York, New York"
2022-03-30,2.82,64.81,4.23,0.0,3.41,5.68,"New York, New York"
2022-03-31,10.37,95.69,9.88,7.48,2.23,5.54,"New York, New York"
2022-04-01,9.19,78.38,7.43,2.4,3.89,6.4,"New York, New York"
2022-04-02,5.63,71.44,5.59,0.01,6.62,6.79,"New York, New York"
2022-04-03,5.98,88.31,4.44,5.38,2.02,5.99,"New York, New York"
2022-04-04,6.37,76.5,5.06,0.0,4.93,6.42,"New York, New York"
2022-04-05,7.08,83.38,3.38,2.45,3.41,6.13,"New York, New York"
2022-04-06,8.3,94.19,7.01,25.01,1.61,6.56,"New York, New York"
2022-04-07,8.17,96.44,8.31,40.54,0.73,5.97,"New York, New York"
2022-04-08,9.61,81.88,5.34,0.05,6.49,6.87,"New York, New York"
2022-04-09,8.59,87.12,3.98,1.07,4.15,6.61,"New York, New York"
2022-04-10,6.98,75.31,7.07,1.48,3.83,6.88,"New York, New York"
2022-04-11,7.28,74.56,5.03,0.0,6.52,6.87,"New York, New York"
2022-04-12,12.25,75.81,3.16,0.59,5.79,6.85,"New York, New York"
2022-04-13,11.73,87.38,3.66,0.1,5.66,6.41,"New York, New York"
2022-04-14,14.12,87.88,6.54,4.94,5.54,6.48,"New York, New York"
2022-04-15,11.66,73.0,5.55,0.39,7.35,7.38,"New York, New York"
2022-04-16,11.05,85.25,7.58,8.03,4.87,6.61,"New York, New York"
2022-04-17,6.89,68.19,6.16,1.29,6.14,7.38,"New York, New York"
2022-04-18,6.69,75.81,7.95,28.68,3.5,7.32,"New York, New York"
2022-04-19,7.83,77.69,10.26,12.01,4.16,7.32,"New York, New York"
2022-04-20,8.64,68.12,4.9,0.0,7.6,7.62,"New York, New York"
2022-04-21,9.5,86.44,5.02,0.0,4.22,6.87,"New York, New York"
2022-04-22,11.95,77.38,4.7,0.04,7.61,7.66,"New York, New York"
2022-04-23,10.13,81.44,3.41,0.13,4.67,6.89,"New York, New York"
2022-04-24,10.14,81.25,4.73,0.0,6.47,6.81,"New York, New York"
2022-04-25,9.83,78.44,4.92,0.0,3.13,6.71,"New York, New York"
2022-04-26,12.09,91.62,3.4,2.58,2.91,6.66,"New York, New York"
2022-04-27,9.55,72.12,7.52,0.44,4.91,7.64,"New York, New York"
2022-04-28,7.21,64.69,8.98,0.0,8.04,8.14,"New York, New York"
2022-04-29,8.41,64.12,7.02,0.0,8.2,8.21,"New York, New York"
2022-04-30,10.0,67.44,3.57,0.04,8.14,8.12,"New York, New York"
2022-05-01,10.65,83.56,3.0,0.05,6.59,7.59,"New York, New York"
2022-05-02,10.81,93.62,5.11,13.32,2.1,7.05,"New York, New York"
2022-05-03,10.74,89.56,4.4,0.03,5.36,6.98,"New York, New York"
2022-05-04,12.29,92.75,2.29,3.73,2.73,7.08,"New York, New York"
2022-05-05,13.74,79.19,3.64,0.02,6.53,7.59,"New York, New York"
2022-05-06,11.31,91.44,4.1,19.69,1.42,6.6,"New York, New York"
2022-05-07,9.47,88.25,11.66,24.6,1.26,7.31,"New York, New York"
2022-05-08,9.9,70.75,10.24,1.85,5.07,7.71,"New York, New York"
2022-05-09,10.77,63.5,8.63,0.0,8.23,8.26,"New York, New York"
2022-05-10,11.62,64.0,7.9,0.05,7.85,8.13,"New York, New York"
2022-05-11,12.73,79.25,6.03,0.23,5.62,7.94,"New York, New York"
2022-05-12,13.48,91.81,4.23,0.24,5.59,7.8,"New York, New York"
2022-05-13,12.7,93.88,3.88,1.08,3.37,7.61,"New York, New York"
2022-05-14,14.4,95.88,3.1,5.79,2.38,7.3,"New York, New York"
2022-05-15,15.83,92.12,3.82,0.41,5.19,7.45,"New York, New York"
2022-05-16,15.59,91.56,5.91,3.25,4.55,7.36,"New York, New York"
2022-05-17,15.75,76.75,5.36,0.02,7.16,8.22,"New York, New York"
2022-05-18,14.37,76.19,4.3,0.37,7.63,8.36,"New York, New York"
2022-05-19,13.8,92.88,3.83,16.8,3.44,7.76,"New York, New York"
2022-05-20,15.19,93.81,3.17,1.68,3.89,7.23,"New York, New York"
2022-05-21,18.6,89.81,3.27,2.28,7.24,7.57,"New York, New York"
2022-05-22,19.8,90.44,5.24,0.88,6.45,7.47,"New York, New York"
2022-05-23,16.97,74.06,4.34,0.61,7.33,7.92,"New York, New York"
2022-05-24,14.93,81.31,4.39,0.06,4.43,7.43,"New York, New York"
2022-05-25,14.16,75.0,3.95,0.0,7.5,7.99,"New York, New York"
2022-05-26,15.15,89.06,4.63,0.33,4.53,7.67,"New York, New York"
2022-05-27,17.41,94.88,5.77,5.91,3.14,7.57,"New York, New York"
2022-05-28,18.87,90.31,4.1,13.3,5.14,8.04,"New York, New York"
2022-05-29,18.4,82.5,3.12,0.06,7.67,8.15,"New York, New York"
2022-05-30,20.1,85.88,4.45,0.09,7.85,7.97,"New York, New York"
2022-05-31,23.25,80.69,3.6,0.57,7.88,8.02,"New York, New York"
2022-06-01,16.74,86.81,4.8,9.73,4.45,7.11,"New York, New York"
2022-06-02,19.23,93.81,2.29,7.09,4.75,7.59,"New York, New York"
2022-06-03,18.69,87.44,2.58,3.5,5.83,8.12,"New York, New York"
2022-06-04,19.01,75.81,2.88,0.01,8.37,8.54,"New York, New York"
2022-06-05,17.73,64.94,3.38,0.0,8.43,8.49,"New York, New York"
2022-06-06,18.93,74.75,3.49,0.0,8.19,8.24,"New York, New York"
2022-06-07,18.93,87.44,6.94,2.76,5.33,8.0,"New York, New York"
2022-06-08,21.35,82.69,4.11,0.75,7.63,8.21,"New York, New York"
2022-06-09,21.22,83.5,6.33,7.25,7.07,8.06,"New York, New York"
2022-06-10,20.05,77.31,3.21,0.07,8.01,8.51,"New York, New York"
2022-06-11,20.63,78.44,1.84,0.74,3.71,7.84,"New York, New York"
2022-06-12,19.65,92.0,4.4,3.58,2.88,7.2,"New York, New York"
2022-06-13,22.1,85.88,2.89,1.91,7.11,8.11,"New York, New York"
2022-06-14,21.69,71.31,2.66,0.32,6.64,8.08,"New York, New York"
2022-06-15,20.54,80.0,4.34,0.06,7.76,7.92,"New York, New York"
2022-06-16,19.94,85.06,5.8,3.29,3.45,7.49,"New York, New York"
2022-06-17,23.17,81.81,5.48,1.81,7.25,8.26,"New York, New York"
2022-06-18,18.83,70.69,7.83,0.27,5.92,8.49,"New York, New York"
2022-06-19,17.4,63.5,7.05,0.09,8.82,8.84,"New York, New York"
2022-06-20,19.12,66.38,3.89,0.0,7.99,8.7,"New York, New York"
2022-06-21,19.97,76.69,2.75,2.87,4.54,7.77,"New York, New York"
2022-06-22,18.18,89.62,5.91,6.93,2.19,7.27,"New York, New York"
2022-06-23,18.97,89.25,4.09,0.69,3.8,7.79,"New York, New York"
2022-06-24,20.52,84.06,2.89,0.11,7.33,8.06,"New York, New York"
2022-06-25,23.26,77.25,3.26,0.04,8.01,8.25,"New York, New York"
2022-06-26,22.58,80.0,5.25,0.02,7.99,8.17,"New York, New York"
2022-06-27,21.88,91.0,5.04,13.94,2.51,7.79,"New York, New York"
2022-06-28,21.29,67.5,3.25,0.0,8.22,8.58,"New York, New York"
2022-06-29,22.05,72.5,3.84,0.05,8.02,8.38,"New York, New York"
2022-06-30,22.99,75.5,3.83,0.03,8.06,8.22,"New York, New York"
2022-07-01,23.8,83.06,6.37,0.15,7.08,7.92,"New York, New York"
2022-07-02,24.35,82.69,5.99,1.25,5.79,7.56,"New York, New York"
2022-07-03,23.65,73.56,2.4,9.33,7.1,8.09,"New York, New York"
2022-07-04,22.89,63.31,3.36,0.01,8.23,8.4,"New York, New York"
2022-07-05,22.79,81.62,6.91,1.58,4.85,7.72,"New York, New York"
2022-07-06,24.9,74.94,3.79,0.04,5.44,7.73,"New York, New York"
2022-07-07,22.44,83.5,5.0,1.41,4.88,7.81,"New York, New York"
2022-07-08,22.7,84.56,2.98,1.36,5.51,7.67,"New York, New York"
2022-07-09,23.32,75.62,3.01,0.46,5.87,7.94,"New York, New York"
2022-07-10,22.23,73.31,3.95,0.01,7.95,8.26,"New York, New York"
2022-07-11,22.62,72.94,4.65,0.0,8.08,8.15,"New York, New York"
2022-07-12,24.06,80.5,7.07,5.24,6.98,7.65,"New York, New York"
2022-07-13,25.37,73.56,3.48,0.6,7.4,7.98,"New York, New York"
2022-07-14,25.49,72.69,2.38,1.0,6.97,7.79,"New York, New York"
2022-07-15,24.05,73.31,3.71,0.17,6.49,7.88,"New York, New York"
2022-07-16,24.05,81.44,2.52,2.25,5.17,7.27,"New York, New York"
2022-07-17,24.44,83.81,2.84,5.44,5.86,7.52,"New York, New York"
2022-07-18,24.99,91.56,5.79,9.62,4.14,7.28,"New York, New York"
2022-07-19,26.53,72.5,5.02,0.09,7.74,7.9,"New York, New York"
2022-07-20,27.15,70.81,4.63,0.17,7.47,7.71,"New York, New York"
2022-07-21,27.28,78.0,5.49,1.67,6.94,7.53,"New York, New York"
2022-07-22,27.75,68.19,3.87,1.21,7.42,7.72,"New York, New York"
2022-07-23,27.74,68.5,4.26,0.4,7.92,7.98,"New York, New York"
2022-07-24,27.37,73.44,6.2,1.47,7.15,7.56,"New York, New York"
2022-07-25,26.65,83.25,7.16,5.05,3.51,7.1,"New York, New York"
2022-07-26,25.05,65.94,3.54,0.23,4.32,7.54,"New York, New York"
2022-07-27,24.78,70.5,3.6,0.63,5.58,7.32,"New York, New York"
2022-07-28,26.06,81.81,4.85,3.0,5.55,7.2,"New York, New York"
2022-07-29,26.03,76.5,4.13,9.09,3.27,7.37,"New York, New York"
2022-07-30,26.01,68.25,3.24,2.43,7.74,7.89,"New York, New York"
2022-07-31,24.59,71.19,3.4,0.38,6.01,7.51,"New York, New York"
2022-08-01,23.53,83.44,3.09,3.69,2.29,7.14,"New York, New York"
2022-08-02,25.88,76.75,4.36,0.38,6.41,7.31,"New York, New York"
2022-08-03,26.01,70.0,4.31,0.01,7.65,7.65,"New York, New York"
2022-08-04,26.55,79.12,4.7,1.14,7.09,7.36,"New York, New York"
2022-08-05,25.99,83.62,3.58,6.06,5.12,6.98,"New York, New York"
2022-08-06,26.26,82.62,5.32,3.41,6.34,7.04,"New York, New York"
2022-08-07,26.77,79.81,6.57,3.02,6.23,7.12,"New York, New York"
2022-08-08,26.99,77.88,6.81,0.7,6.46,7.02,"New York, New York"
2022-08-09,27.55,76.75,5.34,1.22,6.33,6.96,"New York, New York"
2022-08-10,25.5,74.56,3.24,0.11,5.56,6.95,"New York, New York"
2022-08-11,25.48,79.06,2.88,3.75,6.38,7.13,"New York, New York"
2022-08-12,24.94,56.88,4.2,0.07,7.16,7.6,"New York, New York"
2022-08-13,22.71,56.81,3.97,0.01,7.59,7.63,"New York, New York"
2022-08-14,23.05,66.19,3.55,0.02,6.23,7.18,"New York, New York"
2022-08-15,23.48,62.12,2.95,0.1,6.23,7.07,"New York, New York"
2022-08-16,22.87,69.44,5.26,0.19,6.7,7.12,"New York, New York"
2022-08-17,22.98,67.5,2.98,1.71,4.48,6.87,"New York, New York"
